schedule_id,menu_id,history_no,cooking_date,recipe_id,directions_detail_id,sequence_no,directions_detail,cooking_order,start_of_cooking_time,end_of_cooking_time,indent_no,start_pararell_flag,created_id,created_at,updated_id,updated_at
370457,327,1,3,1657,47868,2,鍋に大根とベーコン、水を入れてから火にかけ、沸騰してきたらコンソメ固形を加える,1,1,6,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370458,327,1,3,291,48217,6,大豆と豚肩ロースの味噌煮を電子レンジで温めてから、器に盛り付けたら完成,2,1.1,2.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370459,327,1,3,284,47883,1,小松菜は根元を切り落としてから、長さ4cmに切り、にんにくは薄切りにする,3,1.2,2.2,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370460,327,1,3,284,47884,2,火にかけたフライパンに胡麻油を注いで温めてから、薄切りのにんにくと鷹の爪(切らない)を加えて炒める,3,3,4,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370461,327,1,3,284,47885,3,小松菜の芯の方の硬い部分をフライパンに入れてから塩と酒を加えて炒め、鶏がらスープの素でうま味を加えた後、葉先を加えて炒める,3,5,7,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370462,327,1,3,1657,47869,3,大根が柔らかくなったら、塩とこしょう、しょう油で味を調えて火を止める,1,7,7,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370463,327,1,3,1657,47870,4,ベーコンと大根のスープをお椀によそい、お好みで茹でて刻んだ大根の葉を散らしたら完成,1,8,8,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370464,327,1,3,284,47886,4,こしょうを振って小松菜がしんなりしたら火を止めて、お皿に盛り付けたら完成,3,9,9,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370465,327,1,4,1991,47952,3,鮭にこしょうを振ってから薄力粉を塗し、火にかけたフライパンにバター大さじ2を溶かしてから鮭の両面を色良く焼く,1,1,5,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370466,327,1,4,1991,47953,4,鍋にバター大さじ2を溶かしてから、カットしたほうれん草を弱火で焦がさないように炒めて、牛乳を加えて約2分煮る,1,1.1,2.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370467,327,1,4,1991,47954,5,生クリームと卵の卵黄を混ぜ合わせて、ほうれん草の鍋を混ぜながら手早く入れて、煮立たないように弱火し、とろみがついたら、塩とこしょうで味を調えて火を止める,1,3,4,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370468,327,1,4,1991,47955,6,ほうれん草ソースをお皿に注ぎ入れて広げてから、その上に鮭のソテーを盛り付けたら完成,1,6,6,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370469,327,1,4,2043,47957,2,鍋を火にかけてバターを入れて溶かし、スライス玉ねぎを入れて色がつくまで炒める,2,7,9,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370470,327,1,4,2043,47958,3,鍋に水とコンソメ固形を加え、煮立ったら塩とこしょうで味を調える,2,10,11,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370471,327,1,4,2043,47959,4,火を止めてからスライスチーズ(とろけるタイプ)を入れて、余熱で溶かした後、器に盛り付けたら完成,2,12,12,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370472,327,1,5,1994,48257,2,さつまいもは、皮つきのまま厚さ1cmの輪切り、又は半月切りにして水にさらした後、水気を切っておく,1,1,3,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370473,327,1,5,130,47711,2,鍋にだしを入れて火にかけて、沸騰したらかぼちゃとナスを入れる,2,1.1,3.1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370474,327,1,5,1994,48258,3,白ねぎは、長さ4〜5cmの斜め切りにして、生姜は薄切りにする,1,1.2,1.2,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370475,327,1,5,130,47712,3,鍋のかぼちゃが軟らかくなったら、弱火にし白味噌を加えて溶かしたら火を止める,2,4,4,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370476,327,1,5,1994,48259,4,フライパンにサラダ油を注いで熱し、豚肉を炒めて肉の色が変わったら、生姜と白ねぎ、さつまいもを加えて更に炒める,1,4.1,5.1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
377221,343,1,5,11,48381,3,にんにくをみじん切りにして、パプリカ赤は1cm角に切る,1,1,2,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370477,327,1,5,1994,48260,5,具材に火が通ったら★の水と調味料を加え、蓋をして弱火で約7分、汁気が無くなるまで煮詰めたら火を止める。,1,6,11,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370478,327,1,5,130,47713,4,ナスとかぼちゃのお味噌汁を、お椀によそい分けたら完成,2,6.1,6.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370479,327,1,5,150,45978,1,ピーマンは5mm幅の千切りにする,3,7,9,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370480,327,1,5,150,45979,2,ピーマンを耐熱容器に入れ、蓋をして電子レンジで約2分加熱する,3,10,11,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370481,327,1,5,1994,48261,6,さつまいもと豚肉の煮物を器に盛り付けたら完成,1,12,12,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370482,327,1,5,150,45980,3,温めたピーマンに塩昆布を加えて混ぜ合わせ、器に盛り付けたら完成,3,13,13,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370543,329,1,0,2169,48521,1,きゅうりとセロリは薄切り、キャベツは1cm幅に切ってから、ボウルに入れて塩小さじ1/2を振っておく,2,1,3,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370544,329,1,0,2169,48522,2,鍋で熱湯を沸かし、塩(分量外)を加えてから小房に分けたブロッコリーを約2分茹でてざるに取る,2,1.1,3.1,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370545,329,1,0,192,48502,1,レンコンは厚さ3mmの輪切りにして、水に約5分さらす,8,1.2,7.2,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370546,329,1,0,363,48516,1,大根は皮を剥いて、いちょう切りにする,1,1.3,3.3,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370547,329,1,0,363,48517,2,切った大根に塩を振り、密閉容器に入れて約30分置く,1,4,28,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370548,329,1,0,2169,48523,3,ボウルのきゅうりとセロリ、キャベツは軽く揉んでから水気を絞る,2,4.1,4.1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370549,329,1,0,2169,48524,4,別のボウルに★の調味料、全てを入れてしっかり混ぜ合わせ、ドレッシングを作る,2,5,5,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370550,329,1,0,2169,48525,5,アボカドは2cm角に切ってからレモン汁をかける,2,6,7,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370551,329,1,0,2169,48526,6,ドレッシングの入ったボウルに全ての野菜を加えて、ドレッシングで和えてから保存容器に移して、保存,2,8,8,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370552,329,1,0,1635,48485,1,キャベツは千切りにしてから保存容器に移して、保存,3,9,9,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370553,329,1,0,246,48532,1,鯖は三枚に下ろしてから骨を除去した後、2cm幅の斜め切りにして、グリル(フライパンでも可)でこんがり焼く,7,11,20,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370554,329,1,0,133,46550,1,生姜や万能ねぎ、みょうがをみじん切りにしてから、★の調味料と混ぜ合わせて香味ソースを作り、保存容器に移して、保存,4,11.1,15.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370555,329,1,0,187,48433,1,キャベツと玉ねぎ、セロリ、人参、ブロックベーコンは全て1cm角に切ってから保存容器に移して、保存,5,16,22,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370556,329,1,0,210,48386,1,鰯(頭と腹を取った物)はペーパータオルで水気を拭き取る,6,23,23,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370557,329,1,0,210,48387,2,圧力鍋に鰯と酢、stillたれ、ザラメを入れて蓋を閉めてから火にかけ、リングが上がってから約15分加圧する,6,24,38,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370558,329,1,0,192,48503,2,豚ばら肉は長さ3cmに切って、レンコンと一緒に保存容器に移して、保存,8,26,27,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370559,329,1,0,363,48518,3,ボウルに砂糖と酢を合わせておき、密閉容器の大根を水気を絞ってからボウルに加える,1,29,29,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370560,329,1,0,363,48519,4,ボウルの大根と甘酢を保存容器に移して、刻んだ鷹の爪をその上に載せたら、保存,1,30,30,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370561,329,1,0,246,48533,2,しめじは石づきを切り落としてからほぐしておき、フライパンに酒を入れて火にかけ、ほぐしたしめじを加えたら蓋をして、しめじがしんなりしたら火を止めて冷ます,7,31,35,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370562,329,1,0,246,48534,3,鯖としめじを保存容器に移して、水気を切った大根おろしを載せてから、冷蔵保存　※右画像のように、保存時点で水気を切った大根おろしを載せてもよいが、お好みに応じて食べる直前に載せてもよい,7,36,38,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370563,329,1,0,210,48388,3,リングが下がったら(減圧)、粉末にしたかつお節とすり胡麻大さじ3を加えて水分が無くなるまで火にかけてから、火を止める,6,39,48,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370564,329,1,0,1803,48489,1,ブリは余分な水気をペーパータオルで拭き取ってから保存容器に移し、stillたれとカレー粉を塗して、保存,9,41,44,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370565,329,1,0,210,48389,4,保存容器に残りのすり胡麻半量を広げて鰯を並べ、並べた鰯の上にもすり胡麻半量を塗してから、保存,6,49,49,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370566,329,1,1,1635,48486,2,水とキャベツを鍋に入れて火にかけ、沸騰してきたら鶏がらスープの素で味付けをしてから、塩とこしょうで味を調える,1,1,2,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370567,329,1,1,210,48390,5,鰯のごま煮を、お皿に盛り付けたら完成,2,1.1,1.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370568,329,1,1,363,48520,5,大根の甘酢漬けを器に盛り付けて、刻んだ鷹の爪を載せたら完成,3,2,2,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370569,329,1,1,1635,48487,3,溶き卵を上の方から鍋に流し入れて卵が浮いてきたら火を止める,1,3,4,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370570,329,1,1,1635,48488,4,キャベツと卵のスープを、お椀によそい分けたら完成,1,5,5,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370571,329,1,2,334,48498,2,鍋に水を入れて火にかけ、沸騰したら塩を入れてからパスタを加えてパッケージの表示通りに茹でる(パスタの茹で汁100mlは取っておく),1,1,9,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370572,329,1,2,334,48497,1,大葉は千切りにして水にさらした後、ペーパータオルで水気を拭う,1,1.1,1.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370573,329,1,2,334,48499,3,トッピング用に明太子をを長さ2cm分程残して、残りは薄皮を切り開いて中身を取り出し、昆布茶と一緒にボウルに入れて置く,1,2,4,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370574,329,1,2,2169,48527,7,キャベツとアボカドときゅうりのグリーンサラダを器に盛り付けたら完成,2,5,5,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370575,329,1,2,334,48500,4,パスタが茹で上がったら、明太子と昆布茶の入ったボウルに茹で汁(100ml）を加えて昆布茶を溶かしてからパスタを入れて和える,1,10,11,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370576,329,1,2,334,48501,5,明太子パスタを、お皿に盛り付けた上にトッピング用に残した明太子を載せ、大葉と刻み海苔を散らしたら完成,1,12,12,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370577,329,1,3,246,48535,4,鯖としめじを電子レンジで温めてから器に盛り付けてポン酢をかけてから大根おろしを載せ、かぼすを添えたら完成,3,1,1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370578,329,1,3,133,46551,2,ナスはへたのまわりに包丁を入れてから皮を剥く,1,1.1,2.1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370579,329,1,3,133,46552,3,ナスはラップで一本ずつぴったりと包んでから電子レンジに約3分かけた後、ラップの上から布巾で包んで軽く押さえる,1,3,7,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370580,329,1,3,2005,48413,1,じゃがいもは、いちょう切りにして水にさらし、玉ねぎは薄切りに、スライスベーコンは2cm幅に切る,2,3.1,4.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370581,329,1,3,2005,48414,2,鍋にサラダ油を注いで熱してから、玉ねぎとベーコンを炒めた後、じゃがいもとだしを加える,2,5,6,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370582,329,1,3,2005,48415,3,鍋のじゃがいもが煮えたら弱火にした後、合わせ味噌を加えて溶かしてから★の調味料を加えて味を調えたら火を止める,2,7,8,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370583,329,1,3,133,46553,4,ナスのラップを剥いて縦に切れ目を入れた後、器に盛り付けて、香味ソースをかけたら完成,1,8,9,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370584,329,1,3,2005,48416,4,じゃがいもとベーコンの味噌汁を、お椀によそい分けたら完成,2,10,10,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370585,329,1,4,1803,48490,2,温めたグリル(フライパンでも可)にブリを並べて、保存容器に残ったタレを時々塗りながら約8分焼く,2,1,8,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370586,329,1,4,1803,48491,3,ブロッコリーは小房に分けてから茹でて冷まし、コーン缶(粒)のコーンは耐熱容器に移してからバターを加えて電子レンジで約1分加熱した後、塩とこしょうを振る,2,1.1,3.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370587,329,1,4,187,48434,2,じゃがいもを1cm角に切る,1,1.2,2.2,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370588,329,1,4,187,48435,3,鍋にバター10gを入れて火にかけ、ブロックベーコンとキャベツを炒める,1,3,6,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370589,329,1,4,187,48436,4,キャベツがしんなりしたら玉ねぎとセロリ、人参、じゃがいもを加えて軽く炒めてから、水とコンソメ固形、トマト缶の内容物、ローリエを加えて煮込む,1,7,12,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370590,329,1,4,1803,48492,4,ブリをお皿に盛り付けて、ブロッコリーとコーンを添えたら完成,2,9,9,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370591,329,1,4,187,48437,5,鍋の具材が煮えたらローリエを取り出し、塩とこしょうで味を調えてから残りのバター10gを加えてさっと煮込んで火を止める,1,13,13,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370592,329,1,4,187,48438,6,ミネストローネを器に注ぎ分けてからパセリを散らしたら完成,1,14,14,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370593,329,1,5,139,48453,1,じゃがいもは皮を剥いてからすりおろし、水分は捨てる,1,1,2,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370594,329,1,5,139,48454,2,白ねぎは輪切りにする,1,3,3,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370595,329,1,5,139,48455,3,ボウルに、すりおろしたじゃがいもとねぎを加えて混ぜ合わせた後、手で丸めてつくねダネを4個作る,1,4,5,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370596,329,1,5,139,48456,4,フライパンを火にかけ、サラダ油を注いで広げたところにつくねダネを載せ、片側を約3分焼いたら裏返して約2分焼いた後、火を止める,1,6,10,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370597,329,1,5,192,48504,3,フライパン(鍋でも可)を火にかけ、胡麻油を注ぎ入れてから豚ばら肉を入れたらこんがりと焼き色が付くまでしっかり炒める,2,6.1,7.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370598,329,1,5,192,48505,4,豚ばら肉の色が変わったら、水気を切ったレンコンを加えて掻き混ぜる,2,8,8,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370599,329,1,5,192,48506,5,レンコンに油がまわったらstillたれとしょう油、だしを加えて約6分煮る,2,9,13,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370600,329,1,5,139,48457,5,焼き上がったねぎじゃがつくねを、お好みでサラダ菜を敷いたお皿に盛り付け、stillたれと一味唐辛子を混ぜ合わせたタレを添えたら完成,1,11,11,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370601,329,1,5,192,48507,6,約6分煮たら、火加減を強火にして水分を飛ばした後、火を止める,2,14,14,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370602,329,1,5,192,48508,7,出来上がったレンコンと豚ばらの炒め煮を器に盛り付けたら完成,2,15,15,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370643,330,1,0,2169,48521,1,きゅうりとセロリは薄切り、キャベツは1cm幅に切ってから、ボウルに入れて塩小さじ1/2を振っておく,2,1,3,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370644,330,1,0,2169,48522,2,鍋で熱湯を沸かし、塩(分量外)を加えてから小房に分けたブロッコリーを約2分茹でてざるに取る,2,1.1,3.1,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370645,330,1,0,363,48516,1,大根は皮を剥いて、いちょう切りにする,1,1.2,3.2,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370646,330,1,0,363,48517,2,切った大根に塩を振り、密閉容器に入れて約30分置く,1,4,28,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370647,330,1,0,2169,48523,3,ボウルのきゅうりとセロリ、キャベツは軽く揉んでから水気を絞る,2,4.1,4.1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370648,330,1,0,2169,48524,4,別のボウルに★の調味料、全てを入れてしっかり混ぜ合わせ、ドレッシングを作る,2,5,5,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370649,330,1,0,2169,48525,5,アボカドは2cm角に切ってからレモン汁をかける,2,6,7,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370650,330,1,0,2169,48526,6,ドレッシングの入ったボウルに全ての野菜を加えて、ドレッシングで和えてから保存容器に移して、保存,2,8,8,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370651,330,1,0,1635,48485,1,キャベツは千切りにしてから保存容器に移して、保存,3,9,9,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370652,330,1,0,187,48433,1,キャベツと玉ねぎ、セロリ、人参、ブロックベーコンは全て1cm角に切ってから保存容器に移して、保存,4,11,17,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370653,330,1,0,210,48386,1,鰯(頭と腹を取った物)はペーパータオルで水気を拭き取る,5,18,18,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370654,330,1,0,210,48387,2,圧力鍋に鰯と酢、stillたれ、ザラメを入れて蓋を閉めてから火にかけ、リングが上がってから約15分加圧する,5,19,33,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370655,330,1,0,246,48532,1,鯖は三枚に下ろしてから骨を除去した後、2cm幅の斜め切りにして、グリル(フライパンでも可)でこんがり焼く,6,21,30,1,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370656,330,1,0,246,48533,2,しめじは石づきを切り落としてからほぐしておき、フライパンに酒を入れて火にかけ、ほぐしたしめじを加えたら蓋をして、しめじがしんなりしたら火を止めて冷ます,6,21.1,25.1,2,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370657,330,1,0,363,48518,3,ボウルに砂糖と酢を合わせておき、密閉容器の大根を水気を絞ってからボウルに加える,1,29,29,2,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370658,330,1,0,363,48519,4,ボウルの大根と甘酢を保存容器に移して、刻んだ鷹の爪をその上に載せたら、保存,1,30,30,2,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370659,330,1,0,246,48534,3,鯖としめじを保存容器に移して、水気を切った大根おろしを載せてから、冷蔵保存　※右画像のように、保存時点で水気を切った大根おろしを載せてもよいが、お好みに応じて食べる直前に載せてもよい,6,31,33,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370660,330,1,0,210,48388,3,リングが下がったら(減圧)、粉末にしたかつお節とすり胡麻大さじ3を加えて水分が無くなるまで火にかけてから、火を止める,5,34,43,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370661,330,1,0,1803,48489,1,ブリは余分な水気をペーパータオルで拭き取ってから保存容器に移し、stillたれとカレー粉を塗して、保存,7,36,39,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370662,330,1,0,210,48389,4,保存容器に残りのすり胡麻半量を広げて鰯を並べ、並べた鰯の上にもすり胡麻半量を塗してから、保存,5,44,44,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370663,330,1,1,1635,48486,2,水とキャベツを鍋に入れて火にかけ、沸騰してきたら鶏がらスープの素で味付けをしてから、塩とこしょうで味を調える,1,1,2,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370664,330,1,1,210,48390,5,鰯のごま煮を、お皿に盛り付けたら完成,2,1.1,1.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370665,330,1,1,363,48520,5,大根の甘酢漬けを器に盛り付けて、刻んだ鷹の爪を載せたら完成,3,2,2,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370666,330,1,1,1635,48487,3,溶き卵を上の方から鍋に流し入れて卵が浮いてきたら火を止める,1,3,4,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370667,330,1,1,1635,48488,4,キャベツと卵のスープを、お椀によそい分けたら完成,1,5,5,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370668,330,1,2,246,48535,4,鯖としめじを電子レンジで温めてから器に盛り付けてポン酢をかけてから大根おろしを載せ、かぼすを添えたら完成,2,1,1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370669,330,1,2,220,48117,1,玉ねぎは櫛切りにする,1,1.1,1.1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370670,330,1,2,220,48118,2,あげは熱湯を回しかけて油抜きをしてから食べ易い大きさに切る,1,2,3,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370671,330,1,2,220,48119,3,鍋にだしと玉ねぎを加えて火にかける,1,4,4,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370672,330,1,2,2169,48527,7,キャベツとアボカドときゅうりのグリーンサラダを器に盛り付けたら完成,3,4.1,4.1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370673,330,1,2,220,48120,4,鍋の玉ねぎに火が通ったらあげを加えて弱火にし、白味噌を加えて溶かしたら火を止める,1,5,8,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370674,330,1,2,220,48121,5,玉ねぎとあげのお味噌汁を、お椀によそい分けてお好みで三つ葉を散らしたら完成,1,9,9,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370675,330,1,3,1803,48490,2,温めたグリル(フライパンでも可)にブリを並べて、保存容器に残ったタレを時々塗りながら約8分焼く,2,1,8,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
372592,331,1,0,351,48819,2,じゃがいもと鶏もも肉は一口大に切り、鶏もも肉に塩とこしょう(分量外)を軽く振る,2,13,14,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370676,330,1,3,1803,48491,3,ブロッコリーは小房に分けてから茹でて冷まし、コーン缶(粒)のコーンは耐熱容器に移してからバターを加えて電子レンジで約1分加熱した後、塩とこしょうを振る,2,1.1,3.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370677,330,1,3,187,48434,2,じゃがいもを1cm角に切る,1,1.2,2.2,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370678,330,1,3,187,48435,3,鍋にバター10gを入れて火にかけ、ブロックベーコンとキャベツを炒める,1,3,6,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370679,330,1,3,187,48436,4,キャベツがしんなりしたら玉ねぎとセロリ、人参、じゃがいもを加えて軽く炒めてから、水とコンソメ固形、トマト缶の内容物、ローリエを加えて煮込む,1,7,12,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370680,330,1,3,1803,48492,4,ブリをお皿に盛り付けて、ブロッコリーとコーンを添えたら完成,2,9,9,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370681,330,1,3,187,48437,5,鍋の具材が煮えたらローリエを取り出し、塩とこしょうで味を調えてから残りのバター10gを加えてさっと煮込んで火を止める,1,13,13,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
370682,330,1,3,187,48438,6,ミネストローネを器に注ぎ分けてからパセリを散らしたら完成,1,14,14,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
372530,332,1,0,213,48755,1,キャベツはざく切りにして塩を振り、密閉容器に入れて約30分おく,1,1,28,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
372531,332,1,0,225,48867,1,干し椎茸は熱湯に10分漬けて戻してから石突きを切り落とし、保存容器に移して、保存,5,1.1,10.1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
372532,332,1,0,213,48756,2,大葉は千切りにする,1,1.2,2.2,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
372533,332,1,0,102,48824,1,ピーマンや玉ねぎ、生姜はみじん切りにする,2,3,6,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
372534,332,1,0,102,48825,2,フライパンを火にかけ、サラダ油を注いで温めてから生姜と豚ミンチを炒めて色が変わったら、玉ねぎとピーマンを加えて更に炒める,2,7,9,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
372535,332,1,0,102,48826,3,炒めた豚ミンチと野菜に塩とこしょう、カレー粉を振りかけ、フライパンを掻き混ぜて全体に混ざったら、stillたれで味を調えて火を止める,2,10,10,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
372536,332,1,0,102,48827,4,炒めた具材の粗熱が取れたら、保存容器に移して、保存,2,11,11,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
372537,332,1,0,2196,48805,1,人参とキャベツは千切りに、小松菜は長さ3cmに切ってから、保存容器に移して保存,3,12,15,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
